experiment_name,experiment_version,response,Q1,Q2,FOLLOWED_INSTRUCTIONS,paper_name,experiment_type,decoding_strategy,model_name,run_uid,collection_uid
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_033555_c8d48a56,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 5, 'Q5': 6, 'Q6': 7}",2.0,3.0,False,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 9}",2.0,,False,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 3}",2.0,3.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 4}",2.0,4.0,True,gerrig,standard,creative,Qwen_Qwen1.5-4B-Chat,20240825_034302_92ab0b2f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 2}",2.0,2.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 7}",5.0,7.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 7}",4.0,7.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 2}",5.0,2.0,True,gerrig,standard,creative,mistralai_Mistral-7B-Instruct-v0.1,20240825_034150_0b334905,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 4}",1.0,4.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-7B-Chat,20240825_034316_d6947aeb,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 2}",4.0,2.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_034205_59648d9b,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 7}",4.0,7.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 7}",4.0,7.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen2-72B-Instruct,20240825_034612_e5c603ce,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 7}",4.0,7.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_033438_aa5c0c44,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 3}",3.0,3.0,True,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,{'Q1': 1},1.0,1.0,False,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,{},,,False,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{'Q1': 1},1.0,1.0,False,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q1': 1},1.0,1.0,False,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,{'Q1': 2},1.0,2.0,False,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 1}",1.0,1.0,True,gerrig,standard,creative,google_gemma-2b-it,20240825_034058_3ed1651d,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,creative,Qwen_Qwen1.5-110B-Chat,20240825_034525_33d685d9,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,alternative,deterministic,google_gemma-7b-it,20240825_023210_bfb35be7,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_022634_0ab73737,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_023327_0ec06b80,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,deterministic,Qwen_Qwen1.5-14B-Chat,20240825_024702_76c18a62,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 7, 'Q2': 2}",7.0,2.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 7, 'Q2': 6}",7.0,6.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 6, 'Q2': 2}",6.0,2.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,deterministic,mistralai_Mistral-7B-Instruct-v0.2,20240825_023247_fec35b69,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 2}",2.0,2.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,{},,,False,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 4}",2.0,4.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 4}",2.0,4.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,{},,,False,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 2, 'Q2': 4}",2.0,4.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 4}",2.0,4.0,True,gerrig,alternative,deterministic,meta-llama_Llama-2-13b-chat-hf,20240825_022949_75a4ffd9,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,deterministic,meta-llama_Llama-3-70b-chat-hf,20240825_022906_5f0220ee,20240825_203411_5db1e5d2
